Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,
TEDU,"Tarena International, Inc.",1.53,$82.92M,2014,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/tedu,
TH,Target Hospitality Corp.,1.49,$152.59M,2018,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/th,
THWWW,Target Hospitality Corp.,0.0648,n/a,2018,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/thwww,
TATT,TAT Technologies Ltd.,3.78,$33.55M,n/a,Capital Goods,Aerospace,https://old.nasdaq.com/symbol/tatt,
TAYD,"Taylor Devices, Inc.",10.2299,$35.6M,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/tayd,
TCF,TCF Financial Corporation,28.7,$4.37B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/tcf,
TCFCP,TCF Financial Corporation,24.89,n/a,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/tcfcp,
CGBD,"TCG BDC, Inc.",8.395,$472.71M,2017,n/a,n/a,https://old.nasdaq.com/symbol/cgbd,
TCRR,TCR2 Therapeutics Inc.,13.1,$315.39M,2019,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/tcrr,
AMTD,TD Ameritrade Holding Corporation,37.77,$20.43B,1997,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/amtd,
GLG,"TD Holdings, Inc.",2.69,$184.74M,2013,Finance,Major Banks,https://old.nasdaq.com/symbol/glg,
PETZ,"TDH Holdings, Inc.",1.31,$60.06M,2017,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/petz,
TCCO,Technical Communications Corporation,3.89,$7.2M,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://old.nasdaq.com/symbol/tcco,
TTGT,"TechTarget, Inc.",34.4,$946.99M,2007,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/ttgt,
TGLS,Tecnoglass Inc.,5.21,$240.27M,2012,Consumer Durables,Electronic Components,https://old.nasdaq.com/symbol/tgls,
TECTP,"Tectonic Financial, Inc.",7.36,n/a,2019,Finance,Major Banks,https://old.nasdaq.com/symbol/tectp,
TELA,"TELA Bio, Inc.",14.05,$202.43M,2019,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/tela,
TNAV,"Telenav, Inc.",5.18,$244.95M,2010,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/tnav,
TLGT,"Teligent, Inc.",2.27,$12.23M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/tlgt,
TELL,Tellurian Inc.,1.02,$273.14M,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/tell,
TENB,"Tenable Holdings, Inc.",29.96,$3B,2018,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/tenb,
TENX,"Tenax Therapeutics, Inc.",1.19,$15.02M,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://old.nasdaq.com/symbol/tenx,
TZAC,Tenzing Acquisition Corp.,10.77,$55.3M,2018,Finance,Business Services,https://old.nasdaq.com/symbol/tzac,
TZACU,Tenzing Acquisition Corp.,10.44,n/a,2018,Finance,Business Services,https://old.nasdaq.com/symbol/tzacu,
TZACW,Tenzing Acquisition Corp.,0.34,n/a,2018,Finance,Business Services,https://old.nasdaq.com/symbol/tzacw,
TER,"Teradyne, Inc.",83.53,$13.85B,n/a,Capital Goods,Electrical Products,https://old.nasdaq.com/symbol/ter,
TERP,"TerraForm Power, Inc.",20.24,$4.59B,2014,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/terp,
TBNK,Territorial Bancorp Inc.,21.62,$205.27M,2009,Finance,Savings Institutions,https://old.nasdaq.com/symbol/tbnk,
TSLA,"Tesla, Inc. ",1417,$262.82B,2010,Capital Goods,Auto Manufacturing,https://old.nasdaq.com/symbol/tsla,
TESS,TESSCO Technologies Incorporated,5.96,$51.5M,1994,Technology,Electronic Components,https://old.nasdaq.com/symbol/tess,
TTEK,"Tetra Tech, Inc.",83.95,$4.54B,1991,Consumer Services,Military/Government/Technical,https://old.nasdaq.com/symbol/ttek,
TTPH,"Tetraphase Pharmaceuticals, Inc.",2.38,$17.38M,2013,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/ttph,
TCBI,"Texas Capital Bancshares, Inc.",31.31,$1.58B,2003,Finance,Major Banks,https://old.nasdaq.com/symbol/tcbi,
TCBIL,"Texas Capital Bancshares, Inc.",25.65,n/a,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/tcbil,
TCBIP,"Texas Capital Bancshares, Inc.",25.1086,n/a,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/tcbip,
TXN,Texas Instruments Incorporated,129.63,$118.69B,n/a,Technology,Semiconductors,https://old.nasdaq.com/symbol/txn,
TXRH,"Texas Roadhouse, Inc.",53.36,$3.7B,2004,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/txrh,
TFFP,"TFF Pharmaceuticals, Inc.",6.74,$125.85M,2019,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/tffp,
TFSL,TFS Financial Corporation,13.99,$3.92B,n/a,Finance,Savings Institutions,https://old.nasdaq.com/symbol/tfsl,
TGTX,"TG Therapeutics, Inc.",21.07,$2.42B,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/tgtx,
WTER,The Alkaline Water Company Inc.,2.19,$140.32M,n/a,Consumer Non-Durables,Food Distributors,https://old.nasdaq.com/symbol/wter,
ANDE,"The Andersons, Inc.",14.105,$464.05M,n/a,Consumer Services,Farming/Seeds/Milling,https://old.nasdaq.com/symbol/ande,
TBBK,"The Bancorp, Inc.",8.85,$509.36M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/tbbk,
BPRN,The Bank of Princeton,18.63,$126.14M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bprn,
CG,The Carlyle Group Inc.,28.71,$10.01B,2012,Finance,Investment Managers,https://old.nasdaq.com/symbol/cg,
CAKE,The Cheesecake Factory Incorporated,24.81,$1.13B,1992,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/cake,
CHEF,"The Chefs&#39; Warehouse, Inc.",12.62,$464.43M,2011,Consumer Non-Durables,Food Distributors,https://old.nasdaq.com/symbol/chef,
TCFC,The Community Financial Corporation,22.58,$133.49M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/tcfc,
DSGX,The Descartes Systems Group Inc.,52.72,$4.45B,n/a,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/dsgx,
DXYN,"The Dixie Group, Inc.",0.91,$14.39M,n/a,Consumer Durables,Home Furnishings,https://old.nasdaq.com/symbol/dxyn,
ENSG,"The Ensign Group, Inc.",45.18,$2.42B,2007,Health Care,Hospital/Nursing Management,https://old.nasdaq.com/symbol/ensg,
XONE,The ExOne Company,8.57,$141.63M,2013,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/xone,
FBMS,"The First Bancshares, Inc.",20.45,$437.6M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/fbms,
FLIC,The First of Long Island Corporation,14.56,$347.19M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/flic,
GT,The Goodyear Tire & Rubber Company,9.69,$2.26B,n/a,Consumer Durables,Automotive Aftermarket,https://old.nasdaq.com/symbol/gt,
HCKT,"The Hackett Group, Inc.",13.92,$417.27M,n/a,Consumer Services,Professional Services,https://old.nasdaq.com/symbol/hckt,
HAIN,"The Hain Celestial Group, Inc.",32.88,$3.35B,n/a,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/hain,
CUBA,"The Herzfeld Caribbean Basin Fund, Inc.",3.607,$22.12M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/cuba,
INTG,The Intergroup Corporation,25.7901,$59.04M,n/a,Consumer Services,Building operators,https://old.nasdaq.com/symbol/intg,
JYNT,The Joint Corp.,13.99,$195.06M,2014,Miscellaneous,Multi-Sector Companies,https://old.nasdaq.com/symbol/jynt,
KHC,The Kraft Heinz Company,34.68,$42.37B,n/a,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/khc,
OLD,The Long-Term Care ETF,24.0394,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/old,
LOVE,The Lovesac Company,28.72,$417.04M,2018,Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/love,
MEET,"The Meet Group, Inc.",6.23,$447.34M,n/a,Consumer Services,Advertising,https://old.nasdaq.com/symbol/meet,
MIK,"The Michaels Companies, Inc.",7.1,$1.05B,2014,Consumer Services,Recreational Products/Toys,https://old.nasdaq.com/symbol/mik,
MIDD,The Middleby Corporation,84.6,$4.7B,n/a,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/midd,
ODP,The ODP Corporation,22.74,$1.2B,n/a,Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/odp,
STKS,"The ONE Group Hospitality, Inc.",1.43,$41.23M,n/a,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/stks,
PECK,"The Peck Company Holdings, Inc.",4.28,$22.68M,2016,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/peck,
PNTG,"The Pennant Group, Inc.",21.97,$613.15M,n/a,Health Care,Medical/Nursing Services,https://old.nasdaq.com/symbol/pntg,
PRSC,The Providence Service Corporation,80.76,$1.11B,2003,Consumer Services,Transportation Services,https://old.nasdaq.com/symbol/prsc,
REAL,"The RealReal, Inc.",13.17,$1.14B,2019,Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/real,
RMR,The RMR Group Inc.,29.98,$938.81M,n/a,Consumer Services,Professional Services,https://old.nasdaq.com/symbol/rmr,
SHYF,"The Shyft Group, Inc.",17.73,$623.45M,n/a,Capital Goods,Auto Manufacturing,https://old.nasdaq.com/symbol/shyf,
SMPL,The Simply Good Foods Company,24,$2.29B,n/a,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/smpl,
TTD,"The Trade Desk, Inc.",426.07,$19.62B,2016,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/ttd,
YORW,The York Water Company,48.46,$631.21M,n/a,Public Utilities,Water Supply,https://old.nasdaq.com/symbol/yorw,
NCTY,The9 Limited,0.705,$43.89M,2004,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/ncty,
TXAC,Therapeutics Acquisition Corp.,14.7,$262.69M,2020,Finance,Business Services,https://old.nasdaq.com/symbol/txac,
TXMD,"TherapeuticsMD, Inc.",2.08,$565.1M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/txmd,
THTX,Theratechnologies Inc.,2.5,$192.53M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/thtx,
TBPH,"Theravance Biopharma, Inc.",20.75,$1.31B,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/tbph,
THMO,"ThermoGenesis Holdings, Inc.",4.83,$30.74M,n/a,Capital Goods,Medical Specialities,https://old.nasdaq.com/symbol/thmo,
TCRD,"THL Credit, Inc.",3.54,$124.96M,2010,n/a,n/a,https://old.nasdaq.com/symbol/tcrd,
THBR,"Thunder Bridge Acquisition II, Ltd.",10.36,$446.78M,2019,Finance,Business Services,https://old.nasdaq.com/symbol/thbr,
THBRU,"Thunder Bridge Acquisition II, Ltd.",11.21,n/a,2019,Finance,Business Services,https://old.nasdaq.com/symbol/thbru,
THBRW,"Thunder Bridge Acquisition II, Ltd.",1.55,n/a,2019,Finance,Business Services,https://old.nasdaq.com/symbol/thbrw,
TLRY,"Tilray, Inc.",7.12,$889.02M,2018,Consumer Durables,Specialty Chemicals,https://old.nasdaq.com/symbol/tlry,
TSBK,"Timberland Bancorp, Inc.",16.57,$137.68M,n/a,Finance,Banks,https://old.nasdaq.com/symbol/tsbk,
TIPT,Tiptree Inc.,5.49,$188.42M,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/tipt,
TITN,Titan Machinery Inc.,11.06,$246.79M,2007,Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/titn,
TMDI,Titan Medical Inc.,0.91,$67.19M,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/tmdi,
TTNP,"Titan Pharmaceuticals, Inc.",0.3115,$29.8M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/ttnp,
TVTY,"Tivity Health, Inc.",12.36,$599.29M,n/a,Health Care,Misc Health and Biotechnology Services,https://old.nasdaq.com/symbol/tvty,
TLSA,Tiziana Life Sciences plc,9.35,$311.18M,2018,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/tlsa,
TMUS,"T-Mobile US, Inc.",104.93,$129.99B,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/tmus,
TMUSR,"T-Mobile US, Inc.",0.09,n/a,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/tmusr,
TNXP,Tonix Pharmaceuticals Holding Corp.,1.45,$182.33M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/tnxp,
TOPS,TOP Ships Inc.,0.1058,$88.57M,n/a,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/tops,
TRCH,"Torchlight Energy Resources, Inc.",0.3457,$32.57M,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/trch,
TRMD,TORM plc,7.18,$533.72M,n/a,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/trmd,
TOTA,Tottenham Acquisition I Limited,10.88,$40.37M,2018,Finance,Business Services,https://old.nasdaq.com/symbol/tota,
TOTAR,Tottenham Acquisition I Limited,0.264,n/a,2018,Finance,Business Services,https://old.nasdaq.com/symbol/totar,
TOTAU,Tottenham Acquisition I Limited,11,n/a,2018,Finance,Business Services,https://old.nasdaq.com/symbol/totau,
TOTAW,Tottenham Acquisition I Limited,0.1999,n/a,2018,Finance,Business Services,https://old.nasdaq.com/symbol/totaw,
TBLT,"ToughBuilt Industries, Inc.",0.715,$25.55M,2018,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/tblt,
TBLTW,"ToughBuilt Industries, Inc.",0.05,n/a,2018,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/tbltw,
TSEM,Tower Semiconductor Ltd.,23.24,$2.48B,1994,Technology,Semiconductors,https://old.nasdaq.com/symbol/tsem,
CLUB,"Town Sports International Holdings, Inc.",0.4299,$12.77M,2006,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/club,
TOWN,Towne Bank,18.25,$1.33B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/town,
TPIC,"TPI Composites, Inc.",27.65,$975.02M,2016,Energy,Industrial Machinery/Components,https://old.nasdaq.com/symbol/tpic,
TCON,"TRACON Pharmaceuticals, Inc.",1.83,$10.07M,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/tcon,
TSCO,Tractor Supply Company,146.53,$16.94B,1994,Consumer Services,RETAIL: Building Materials,https://old.nasdaq.com/symbol/tsco,
TW,Tradeweb Markets Inc.,54.49,$12.31B,2019,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/tw,
TWMC,Trans World Entertainment Corp.,6.2,$11.32M,n/a,Consumer Services,Consumer Electronics/Video Chains,https://old.nasdaq.com/symbol/twmc,
TACT,TransAct Technologies Incorporated,3.82,$28.8M,1996,Technology,Computer peripheral equipment,https://old.nasdaq.com/symbol/tact,
TRNS,"Transcat, Inc.",30.06,$222.11M,n/a,Capital Goods,Electrical Products,https://old.nasdaq.com/symbol/trns,
TGA,TransGlobe Energy Corporation,0.5925,$42.98M,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/tga,
TBIO,"Translate Bio, Inc.",18.03,$1.22B,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/tbio,
TMDX,"TransMedics Group, Inc.",17.33,$469.84M,2019,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://old.nasdaq.com/symbol/tmdx,
TA,TravelCenters of America Inc. ,13.85,$116.08M,n/a,Consumer Durables,Automotive Aftermarket,https://old.nasdaq.com/symbol/ta,
TANNI,TravelCenters of America Inc. ,24.89,n/a,n/a,Consumer Durables,Automotive Aftermarket,https://old.nasdaq.com/symbol/tanni,
TANNL,TravelCenters of America Inc. ,24.2517,n/a,n/a,Consumer Durables,Automotive Aftermarket,https://old.nasdaq.com/symbol/tannl,
TANNZ,TravelCenters of America Inc. ,23.93,n/a,n/a,Consumer Durables,Automotive Aftermarket,https://old.nasdaq.com/symbol/tannz,
TZOO,Travelzoo,5.78,$65.37M,n/a,Consumer Services,Advertising,https://old.nasdaq.com/symbol/tzoo,
TIG,"Trean Insurance Group, Inc.",16.02,$819.31M,2020,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/tig,
TRMT,Tremont Mortgage Trust,2.4,$19.77M,2017,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/trmt,
TRVN,"Trevena, Inc.",1.98,$212.22M,2014,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/trvn,
TRVI,"Trevi Therapeutics, Inc.",5.21,$92.97M,2019,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/trvi,
TPCO,Tribune Publishing Company,9.44,$345.19M,n/a,Consumer Services,Newspapers/Magazines,https://old.nasdaq.com/symbol/tpco,
TCDA,"Tricida, Inc.",13.89,$693.83M,2018,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/tcda,
TCBK,TriCo Bancshares,29.14,$866.33M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/tcbk,
TDAC,Trident Acquisitions Corp.,10.94,$144.68M,2018,Finance,Business Services,https://old.nasdaq.com/symbol/tdac,
TDACU,Trident Acquisitions Corp.,15.0903,n/a,2018,Finance,Business Services,https://old.nasdaq.com/symbol/tdacu,
TDACW,Trident Acquisitions Corp.,0.29,n/a,2018,Finance,Business Services,https://old.nasdaq.com/symbol/tdacw,
TRIL,Trillium Therapeutics Inc.,7.61,$634.95M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/tril,
TRS,TriMas Corporation,24.45,$1.06B,2007,Capital Goods,Industrial Specialties,https://old.nasdaq.com/symbol/trs,
TRMB,Trimble Inc.,44.03,$11B,1990,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/trmb,
TRIB,Trinity Biotech plc,2.72,$65.39M,1992,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://old.nasdaq.com/symbol/trib,
TCOM,Trip.com Group Limited,27.1,$16.07B,n/a,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/tcom,
